Fecha,Hora,Sector,Mp10,Mp2_5,Humedad,Temperatura
10-06-2019,19:49:23,centro,,,79.5,8.8
10-06-2019,19:49:34,centro,283,255,,
10-06-2019,19:49:34,santa rosa,156,135,,
10-06-2019,19:49:35,centro,166,163,,
10-06-2019,19:49:46,centro,146,141,,
10-06-2019,19:52:48,pueblo nuevo,,,69.1,9.5
10-06-2019,19:52:58,pueblo nuevo,92,87,,
10-06-2019,19:53:10,pueblo nuevo,66,65,,
10-06-2019,19:53:22,santa rosa,,,91.1,7.8
10-06-2019,19:53:34,santa rosa,128,125,,
10-06-2019,19:54:16,pedro valdivia,,,99.9,7.0
10-06-2019,19:54:26,pedro valdivia,288,253,,
10-06-2019,19:54:27,pedro valdivia,195,191,,
10-06-2019,19:54:38,pedro valdivia,203,193,,
10-06-2019,19:56:26,amanecer,,,92.3,7.3
10-06-2019,19:56:38,amanecer,293,288,,
10-06-2019,19:56:38,amanecer,419,367,,
10-06-2019,19:57:56,universidad,85,83,9.030.001,9.900.001
10-06-2019,19:59:23,centro,,,81.2,8.5
10-06-2019,19:59:34,centro,281,233,,
10-06-2019,19:59:34,santa rosa,223,216,,
10-06-2019,19:59:35,centro,149,146,,
10-06-2019,19:59:46,centro,124,122,,
10-06-2019,20:02:48,pueblo nuevo,,,69.6,9.4
10-06-2019,20:02:58,pueblo nuevo,137,114,,
10-06-2019,20:03:10,pueblo nuevo,77,77,,
10-06-2019,20:03:22,santa rosa,,,91.7,7.7
10-06-2019,20:03:34,santa rosa,131,128,,
10-06-2019,20:04:16,pedro valdivia,,,99.9,6.9
10-06-2019,20:04:26,pedro valdivia,203,182,,
10-06-2019,20:04:27,pedro valdivia,149,146,,
10-06-2019,20:04:38,pedro valdivia,150,140,,
10-06-2019,20:06:26,amanecer,,,92.6,7.3
10-06-2019,20:06:38,amanecer,255,251,,
10-06-2019,20:06:38,amanecer,404,361,,
10-06-2019,20:09:23,centro,,,81.6,8.5
10-06-2019,20:09:34,centro,197,173,,
10-06-2019,20:09:34,santa rosa,246,184,,
10-06-2019,20:09:35,centro,110,107,,
10-06-2019,20:09:46,centro,99,97,,
10-06-2019,20:12:48,pueblo nuevo,,,69.6,9.4
10-06-2019,20:12:58,pueblo nuevo,161,138,,
10-06-2019,20:13:10,pueblo nuevo,112,112,,
10-06-2019,20:13:22,santa rosa,,,92.2,7.6
10-06-2019,20:13:34,santa rosa,149,146,,
10-06-2019,20:14:16,pedro valdivia,,,99.9,6.8
10-06-2019,20:14:26,pedro valdivia,201,186,,
10-06-2019,20:14:27,pedro valdivia,142,139,,
10-06-2019,20:14:38,pedro valdivia,145,137,,
10-06-2019,20:16:26,amanecer,,,92.8,7.2
10-06-2019,20:16:37,amanecer,466,415,,
10-06-2019,20:16:38,amanecer,305,300,,
10-06-2019,20:19:23,centro,,,82.2,8.4
10-06-2019,20:19:33,santa rosa,159,130,,
10-06-2019,20:19:35,centro,126,123,,
10-06-2019,20:19:36,centro,228,199,,
10-06-2019,20:19:46,centro,111,109,,
10-06-2019,20:20:08,universidad,124,121,90.5,9.6
10-06-2019,20:22:48,pueblo nuevo,,,69.5,9.2
10-06-2019,20:22:58,pueblo nuevo,107,96,,
10-06-2019,20:23:10,pueblo nuevo,81,81,,
10-06-2019,20:23:22,santa rosa,,,92.2,7.4
10-06-2019,20:23:34,santa rosa,134,131,,
10-06-2019,20:24:16,pedro valdivia,,,99.9,6.5
10-06-2019,20:24:26,pedro valdivia,466,411,,
10-06-2019,20:24:27,pedro valdivia,347,342,,
10-06-2019,20:24:38,pedro valdivia,329,304,,
10-06-2019,20:26:26,amanecer,,,92.9,7.0
10-06-2019,20:26:37,amanecer,410,371,,
10-06-2019,20:26:38,amanecer,291,286,,
10-06-2019,20:29:23,centro,,,83.0,8.1
10-06-2019,20:29:33,santa rosa,163,115,,
10-06-2019,20:29:34,centro,314,253,,
10-06-2019,20:29:35,centro,157,154,,
10-06-2019,20:29:46,centro,150,144,,
10-06-2019,20:31:06,universidad,127,124,90.0,9.400.001
10-06-2019,20:32:48,pueblo nuevo,,,70.0,9.0
10-06-2019,20:32:58,pueblo nuevo,136,119,,
10-06-2019,20:33:10,pueblo nuevo,99,99,,
10-06-2019,20:33:22,santa rosa,,,92.6,7.2
10-06-2019,20:33:34,santa rosa,128,125,,
10-06-2019,20:34:16,pedro valdivia,,,99.9,6.2
10-06-2019,20:34:26,pedro valdivia,240,215,,
10-06-2019,20:34:27,pedro valdivia,160,157,,
10-06-2019,20:34:38,pedro valdivia,169,160,,
10-06-2019,20:36:26,amanecer,,,92.9,6.8
10-06-2019,20:36:37,amanecer,479,399,,
10-06-2019,20:36:38,amanecer,333,328,,
10-06-2019,20:39:23,centro,,,83.8,8.0
10-06-2019,20:39:33,santa rosa,193,151,,
10-06-2019,20:39:34,centro,296,263,,
10-06-2019,20:39:35,centro,160,157,,
10-06-2019,20:39:46,centro,161,150,,
10-06-2019,20:42:04,universidad,157,154,91.0,9.2
10-06-2019,20:42:48,pueblo nuevo,,,70.3,8.9
10-06-2019,20:42:58,pueblo nuevo,108,94,,
10-06-2019,20:43:10,pueblo nuevo,80,80,,
10-06-2019,20:43:22,santa rosa,,,93.4,7.0
10-06-2019,20:43:34,santa rosa,126,123,,
10-06-2019,20:44:16,pedro valdivia,,,99.9,6.0
10-06-2019,20:44:26,pedro valdivia,199,182,,
10-06-2019,20:44:27,pedro valdivia,124,121,,
10-06-2019,20:44:38,pedro valdivia,134,126,,
10-06-2019,20:46:26,amanecer,,,93.1,6.7
10-06-2019,20:46:37,amanecer,462,405,,
10-06-2019,20:46:38,amanecer,307,302,,
10-06-2019,20:49:23,centro,,,85.0,7.7
10-06-2019,20:49:34,centro,280,244,,
10-06-2019,20:49:34,santa rosa,210,159,,
10-06-2019,20:49:35,centro,147,144,,
10-06-2019,20:49:46,centro,134,129,,
10-06-2019,20:52:48,pueblo nuevo,,,70.6,8.8
10-06-2019,20:52:58,pueblo nuevo,78,71,,
10-06-2019,20:53:03,universidad,141,138,9.170.001,8.900.001
10-06-2019,20:53:10,pueblo nuevo,71,71,,
10-06-2019,20:53:22,santa rosa,,,94.1,6.8
10-06-2019,20:53:34,santa rosa,111,108,,
10-06-2019,20:54:16,pedro valdivia,,,99.9,5.9
10-06-2019,20:54:27,pedro valdivia,225,221,,
10-06-2019,20:54:27,pedro valdivia,364,335,,
10-06-2019,20:54:38,pedro valdivia,279,264,,
10-06-2019,20:56:26,amanecer,,,93.6,6.6
10-06-2019,20:56:37,amanecer,537,447,,
10-06-2019,20:56:38,amanecer,366,360,,
10-06-2019,20:59:23,centro,,,86.0,7.4
10-06-2019,20:59:33,santa rosa,148,106,,
10-06-2019,20:59:34,centro,313,266,,
10-06-2019,20:59:35,centro,159,156,,
10-06-2019,20:59:46,centro,146,141,,
10-06-2019,21:02:48,pueblo nuevo,,,70.7,8.7
10-06-2019,21:02:58,pueblo nuevo,123,113,,
10-06-2019,21:03:10,pueblo nuevo,90,90,,
10-06-2019,21:03:22,santa rosa,,,94.2,6.7
10-06-2019,21:03:34,santa rosa,126,123,,
10-06-2019,21:04:16,pedro valdivia,,,99.9,5.6
10-06-2019,21:04:22,universidad,108,106,91.0,8.900.001
10-06-2019,21:04:26,pedro valdivia,294,264,,
10-06-2019,21:04:27,pedro valdivia,198,194,,
10-06-2019,21:04:38,pedro valdivia,211,207,,
10-06-2019,21:06:26,amanecer,,,93.6,6.5
10-06-2019,21:06:37,amanecer,505,437,,
10-06-2019,21:06:38,amanecer,354,349,,
10-06-2019,21:09:23,centro,,,86.8,7.2
10-06-2019,21:09:33,santa rosa,189,135,,
10-06-2019,21:09:34,centro,310,260,,
10-06-2019,21:09:35,centro,148,145,,
10-06-2019,21:09:46,centro,148,146,,
10-06-2019,21:12:48,pueblo nuevo,,,71.0,8.5
10-06-2019,21:12:58,pueblo nuevo,175,155,,
10-06-2019,21:13:10,pueblo nuevo,118,118,,
10-06-2019,21:13:22,santa rosa,,,94.5,6.5
10-06-2019,21:13:34,santa rosa,148,145,,
10-06-2019,21:14:16,pedro valdivia,,,99.9,5.5
10-06-2019,21:14:26,pedro valdivia,361,338,,
10-06-2019,21:14:27,pedro valdivia,256,252,,
10-06-2019,21:14:38,pedro valdivia,299,288,,
10-06-2019,21:15:21,universidad,105,103,9.120.001,8.8
10-06-2019,21:16:26,amanecer,,,93.6,6.3
10-06-2019,21:16:37,amanecer,526,447,,
10-06-2019,21:16:38,amanecer,363,357,,
10-06-2019,21:19:23,centro,,,87.3,7.1
10-06-2019,21:19:33,santa rosa,177,130,,
10-06-2019,21:19:34,centro,242,208,,
10-06-2019,21:19:35,centro,126,123,,
10-06-2019,21:19:46,centro,121,115,,
10-06-2019,21:22:48,pueblo nuevo,,,71.4,8.5
10-06-2019,21:22:58,pueblo nuevo,148,133,,
10-06-2019,21:23:10,pueblo nuevo,106,106,,
10-06-2019,21:23:22,santa rosa,,,95.2,6.3
10-06-2019,21:23:34,santa rosa,177,174,,
10-06-2019,21:24:16,pedro valdivia,,,99.9,5.3
10-06-2019,21:24:26,pedro valdivia,387,344,,
10-06-2019,21:24:27,pedro valdivia,250,246,,
10-06-2019,21:24:38,pedro valdivia,317,304,,
10-06-2019,21:26:20,universidad,103,101,91.4,8.5
10-06-2019,21:26:25,amanecer,,,93.7,6.2
10-06-2019,21:26:37,amanecer,599,508,,
10-06-2019,21:26:38,amanecer,430,424,,
10-06-2019,21:29:23,centro,,,87.5,7.0
10-06-2019,21:29:33,santa rosa,235,159,,
10-06-2019,21:29:34,centro,198,172,,
10-06-2019,21:29:35,centro,98,96,,
10-06-2019,21:29:46,centro,95,91,,
10-06-2019,21:32:48,pueblo nuevo,,,71.2,8.5
10-06-2019,21:32:58,pueblo nuevo,160,143,,
10-06-2019,21:33:10,pueblo nuevo,122,122,,
10-06-2019,21:33:22,santa rosa,,,95.7,6.2
10-06-2019,21:33:34,santa rosa,211,207,,
10-06-2019,21:34:16,pedro valdivia,,,99.9,5.4
10-06-2019,21:34:26,pedro valdivia,300,287,,
10-06-2019,21:34:27,pedro valdivia,207,203,,
10-06-2019,21:34:38,pedro valdivia,229,224,,
10-06-2019,21:36:25,amanecer,,,94.0,6.1
10-06-2019,21:36:38,amanecer,416,410,,
10-06-2019,21:36:38,amanecer,553,462,,
10-06-2019,21:37:19,universidad,86,84,91.8,8.400.001
10-06-2019,21:39:23,centro,,,87.5,7.0
10-06-2019,21:39:33,santa rosa,315,240,,
10-06-2019,21:39:34,centro,187,163,,
10-06-2019,21:39:35,centro,105,103,,
10-06-2019,21:39:46,centro,98,98,,
10-06-2019,21:42:48,pueblo nuevo,,,71.6,8.5
10-06-2019,21:42:58,pueblo nuevo,133,117,,
10-06-2019,21:43:10,pueblo nuevo,94,94,,
10-06-2019,21:43:22,santa rosa,,,95.9,6.0
10-06-2019,21:43:34,santa rosa,182,179,,
10-06-2019,21:44:16,pedro valdivia,,,99.9,5.3
10-06-2019,21:44:26,pedro valdivia,295,259,,
10-06-2019,21:44:27,pedro valdivia,194,190,,
10-06-2019,21:44:38,pedro valdivia,206,194,,
10-06-2019,21:46:25,amanecer,,,94.1,6.1
10-06-2019,21:46:37,amanecer,679,563,,
10-06-2019,21:46:38,amanecer,460,453,,
10-06-2019,21:48:33,universidad,119,116,9.190.001,8.3
10-06-2019,21:49:23,centro,,,87.5,6.9
10-06-2019,21:49:33,santa rosa,333,222,,
10-06-2019,21:49:34,centro,173,150,,
10-06-2019,21:49:35,centro,84,82,,
10-06-2019,21:49:46,centro,74,72,,
10-06-2019,21:52:48,pueblo nuevo,,,72.2,8.3
10-06-2019,21:52:59,pueblo nuevo,119,110,,
10-06-2019,21:53:10,pueblo nuevo,94,94,,
10-06-2019,21:53:22,santa rosa,,,96.2,5.9
10-06-2019,21:53:34,santa rosa,261,257,,
10-06-2019,21:54:16,pedro valdivia,,,99.9,5.2
10-06-2019,21:54:26,pedro valdivia,307,276,,
10-06-2019,21:54:27,pedro valdivia,226,222,,
10-06-2019,21:54:38,pedro valdivia,254,239,,
10-06-2019,21:56:25,amanecer,,,94.2,5.9
10-06-2019,21:56:37,amanecer,697,687,,
10-06-2019,21:56:37,amanecer,875,727,,
10-06-2019,21:59:23,centro,,,87.7,6.9
10-06-2019,21:59:26,universidad,184,181,91.6,8.3
10-06-2019,21:59:33,santa rosa,406,279,,
10-06-2019,21:59:34,centro,160,137,,
10-06-2019,21:59:35,centro,83,81,,
10-06-2019,21:59:46,centro,77,77,,
10-06-2019,22:02:48,pueblo nuevo,,,71.9,8.4
10-06-2019,22:02:58,pueblo nuevo,171,150,,
10-06-2019,22:03:10,pueblo nuevo,128,128,,
10-06-2019,22:03:22,santa rosa,,,96.5,5.9
10-06-2019,22:03:34,santa rosa,224,220,,
10-06-2019,22:04:16,pedro valdivia,,,99.9,5.1
10-06-2019,22:04:26,pedro valdivia,394,359,,
10-06-2019,22:04:27,pedro valdivia,275,271,,
10-06-2019,22:04:38,pedro valdivia,313,302,,
10-06-2019,22:06:25,amanecer,,,94.9,5.7
10-06-2019,22:06:37,amanecer,560,552,,
10-06-2019,22:06:37,amanecer,767,609,,
10-06-2019,22:09:23,centro,,,88.1,6.8
10-06-2019,22:09:33,santa rosa,288,210,,
10-06-2019,22:09:34,centro,185,164,,
10-06-2019,22:09:35,centro,91,89,,
10-06-2019,22:09:46,centro,87,82,,
10-06-2019,22:10:24,universidad,179,176,92.5,8.3
10-06-2019,22:12:48,pueblo nuevo,,,72.2,8.2
10-06-2019,22:12:58,pueblo nuevo,109,96,,
10-06-2019,22:13:10,pueblo nuevo,84,83,,
10-06-2019,22:13:22,santa rosa,,,96.7,5.7
10-06-2019,22:13:34,santa rosa,153,150,,
10-06-2019,22:14:16,pedro valdivia,,,99.9,5.1
10-06-2019,22:14:26,pedro valdivia,370,333,,
10-06-2019,22:14:27,pedro valdivia,271,267,,
10-06-2019,22:14:38,pedro valdivia,308,290,,
10-06-2019,22:16:25,amanecer,,,95.5,5.6
10-06-2019,22:16:37,amanecer,656,647,,
10-06-2019,22:16:37,amanecer,870,694,,
10-06-2019,22:19:23,centro,,,89.0,6.5
10-06-2019,22:19:33,santa rosa,258,186,,
10-06-2019,22:19:34,centro,266,224,,
10-06-2019,22:19:35,centro,139,136,,
10-06-2019,22:19:46,centro,124,121,,
10-06-2019,22:21:25,universidad,128,125,92.5,8.0
10-06-2019,22:22:48,pueblo nuevo,,,72.3,8.2
10-06-2019,22:22:58,pueblo nuevo,82,71,,
10-06-2019,22:23:10,pueblo nuevo,58,58,,
10-06-2019,22:23:22,santa rosa,,,97.0,5.7
10-06-2019,22:23:34,santa rosa,199,195,,
10-06-2019,22:24:16,pedro valdivia,,,99.9,5.1
10-06-2019,22:24:26,pedro valdivia,392,361,,
10-06-2019,22:24:27,pedro valdivia,286,281,,
10-06-2019,22:24:38,pedro valdivia,332,322,,
10-06-2019,22:26:25,amanecer,,,95.8,5.5
10-06-2019,22:26:37,amanecer,755,745,,
10-06-2019,22:26:37,amanecer,896,691,,
10-06-2019,22:29:24,centro,,,89.4,6.4
10-06-2019,22:29:33,santa rosa,316,231,,
10-06-2019,22:29:34,centro,216,190,,
10-06-2019,22:29:35,centro,110,107,,
10-06-2019,22:29:46,centro,101,98,,
10-06-2019,22:32:24,universidad,258,254,9.370.001,7.9
10-06-2019,22:32:48,pueblo nuevo,,,72.4,8.2
10-06-2019,22:32:58,pueblo nuevo,55,48,,
10-06-2019,22:33:10,pueblo nuevo,39,39,,
10-06-2019,22:33:22,santa rosa,,,97.1,5.6
10-06-2019,22:33:34,santa rosa,180,177,,
10-06-2019,22:34:16,pedro valdivia,,,99.9,5.0
10-06-2019,22:34:26,pedro valdivia,284,257,,
10-06-2019,22:34:27,pedro valdivia,186,183,,
10-06-2019,22:34:38,pedro valdivia,177,173,,
10-06-2019,22:36:25,amanecer,,,95.8,5.5
10-06-2019,22:36:37,amanecer,567,559,,
10-06-2019,22:36:37,amanecer,766,620,,
10-06-2019,22:39:23,centro,,,88.7,6.4
10-06-2019,22:39:33,santa rosa,232,171,,
10-06-2019,22:39:34,centro,168,155,,
10-06-2019,22:39:35,centro,84,82,,
10-06-2019,22:39:46,centro,84,80,,
10-06-2019,22:42:48,pueblo nuevo,,,72.7,8.0
10-06-2019,22:42:58,pueblo nuevo,46,43,,
10-06-2019,22:43:10,pueblo nuevo,38,38,,
10-06-2019,22:43:22,santa rosa,,,97.3,5.5
10-06-2019,22:43:22,universidad,206,202,94.1,7.7
10-06-2019,22:43:34,santa rosa,137,134,,
10-06-2019,22:44:16,pedro valdivia,,,99.9,4.9
10-06-2019,22:44:26,pedro valdivia,144,130,,
10-06-2019,22:44:27,pedro valdivia,88,86,,
10-06-2019,22:44:38,pedro valdivia,97,93,,
10-06-2019,22:46:25,amanecer,,,95.9,5.5
10-06-2019,22:46:37,amanecer,328,323,,
10-06-2019,22:46:37,amanecer,435,379,,
10-06-2019,22:49:23,centro,,,88.5,6.4
10-06-2019,22:49:33,santa rosa,292,231,,
10-06-2019,22:49:34,centro,173,148,,
10-06-2019,22:49:35,centro,86,84,,
10-06-2019,22:49:46,centro,85,81,,
10-06-2019,22:52:48,pueblo nuevo,,,72.9,8.1
10-06-2019,22:52:58,pueblo nuevo,62,56,,
10-06-2019,22:53:10,pueblo nuevo,50,50,,
10-06-2019,22:53:22,santa rosa,,,97.4,5.4
10-06-2019,22:53:34,santa rosa,201,197,,
10-06-2019,22:54:16,pedro valdivia,,,99.9,4.8
10-06-2019,22:54:26,pedro valdivia,177,157,,
10-06-2019,22:54:27,pedro valdivia,114,111,,
10-06-2019,22:54:38,pedro valdivia,119,113,,
10-06-2019,22:54:38,universidad,92,90,94.3,7.6
10-06-2019,22:56:25,amanecer,,,95.9,5.4
10-06-2019,22:56:37,amanecer,272,268,,
10-06-2019,22:56:37,amanecer,407,343,,
10-06-2019,22:59:23,centro,,,88.7,6.5
10-06-2019,22:59:33,santa rosa,186,121,,
10-06-2019,22:59:34,centro,166,148,,
10-06-2019,22:59:35,centro,86,84,,
10-06-2019,22:59:46,centro,80,78,,
10-06-2019,23:02:48,pueblo nuevo,,,73.4,8.0
10-06-2019,23:02:58,pueblo nuevo,72,64,,
10-06-2019,23:03:10,pueblo nuevo,53,53,,
10-06-2019,23:03:22,santa rosa,,,97.6,5.4
10-06-2019,23:03:34,santa rosa,206,202,,
10-06-2019,23:04:16,pedro valdivia,,,99.9,4.9
10-06-2019,23:04:26,pedro valdivia,177,166,,
10-06-2019,23:04:27,pedro valdivia,116,113,,
10-06-2019,23:04:38,pedro valdivia,126,120,,
10-06-2019,23:05:33,universidad,111,108,94.5,7.5
10-06-2019,23:06:25,amanecer,,,95.9,5.5
10-06-2019,23:06:36,amanecer,355,306,,
10-06-2019,23:06:37,amanecer,263,259,,
10-06-2019,23:09:23,centro,,,88.6,6.4
10-06-2019,23:09:32,santa rosa,306,220,,
10-06-2019,23:09:34,centro,138,124,,
10-06-2019,23:09:35,centro,71,69,,
10-06-2019,23:09:46,centro,67,67,,
10-06-2019,23:12:48,pueblo nuevo,,,73.6,8.0
10-06-2019,23:12:58,pueblo nuevo,67,60,,
10-06-2019,23:13:10,pueblo nuevo,46,46,,
10-06-2019,23:13:22,santa rosa,,,97.6,5.4
10-06-2019,23:13:34,santa rosa,240,236,,
10-06-2019,23:14:16,pedro valdivia,,,99.9,4.9
10-06-2019,23:14:26,pedro valdivia,216,198,,
10-06-2019,23:14:27,pedro valdivia,144,141,,
10-06-2019,23:14:38,pedro valdivia,147,142,,
10-06-2019,23:16:25,amanecer,,,95.9,5.4
10-06-2019,23:16:31,universidad,185,182,94.1,7.7
10-06-2019,23:16:36,amanecer,497,428,,
10-06-2019,23:16:37,amanecer,339,334,,
10-06-2019,23:19:23,centro,,,88.5,6.7
10-06-2019,23:19:32,santa rosa,495,337,,
10-06-2019,23:19:34,centro,126,111,,
10-06-2019,23:19:35,centro,58,56,,
10-06-2019,23:19:46,centro,58,56,,
10-06-2019,23:22:48,pueblo nuevo,,,73.6,8.0
10-06-2019,23:22:58,pueblo nuevo,76,74,,
10-06-2019,23:23:10,pueblo nuevo,58,58,,
10-06-2019,23:23:22,santa rosa,,,97.7,5.4
10-06-2019,23:23:34,santa rosa,299,294,,
10-06-2019,23:24:16,pedro valdivia,,,99.9,5.0
10-06-2019,23:24:26,pedro valdivia,335,302,,
10-06-2019,23:24:27,pedro valdivia,244,240,,
10-06-2019,23:24:38,pedro valdivia,288,265,,
10-06-2019,23:26:25,amanecer,,,95.8,5.4
10-06-2019,23:26:36,amanecer,556,485,,
10-06-2019,23:26:37,amanecer,414,408,,
10-06-2019,23:27:28,universidad,238,234,9.420.001,7.6
10-06-2019,23:29:23,centro,,,88.1,6.7
10-06-2019,23:29:32,santa rosa,349,255,,
10-06-2019,23:29:34,centro,122,104,,
10-06-2019,23:29:35,centro,60,58,,
10-06-2019,23:29:46,centro,57,54,,
10-06-2019,23:32:48,pueblo nuevo,,,74.0,8.0
10-06-2019,23:32:58,pueblo nuevo,60,49,,
10-06-2019,23:33:10,pueblo nuevo,41,41,,
10-06-2019,23:33:22,santa rosa,,,97.7,5.4
10-06-2019,23:33:34,santa rosa,210,206,,
10-06-2019,23:34:16,pedro valdivia,,,99.9,5.0
10-06-2019,23:34:26,pedro valdivia,310,281,,
10-06-2019,23:34:27,pedro valdivia,230,226,,
10-06-2019,23:34:38,pedro valdivia,256,248,,
10-06-2019,23:36:25,amanecer,,,95.8,5.4
10-06-2019,23:36:37,amanecer,397,391,,
10-06-2019,23:36:37,amanecer,549,469,,
10-06-2019,23:38:25,universidad,205,201,94.5,7.6
10-06-2019,23:39:23,centro,,,88.3,6.5
10-06-2019,23:39:32,santa rosa,280,190,,
10-06-2019,23:39:34,centro,127,113,,
10-06-2019,23:39:35,centro,60,58,,
10-06-2019,23:39:46,centro,57,56,,
10-06-2019,23:42:48,pueblo nuevo,,,74.1,7.9
10-06-2019,23:42:58,pueblo nuevo,50,43,,
10-06-2019,23:43:10,pueblo nuevo,34,34,,
10-06-2019,23:43:22,santa rosa,,,97.7,5.4
10-06-2019,23:43:34,santa rosa,132,129,,
10-06-2019,23:44:16,pedro valdivia,,,99.9,5.0
10-06-2019,23:44:26,pedro valdivia,225,206,,
10-06-2019,23:44:27,pedro valdivia,147,144,,
10-06-2019,23:44:38,pedro valdivia,164,156,,
10-06-2019,23:46:25,amanecer,,,95.7,5.5
10-06-2019,23:46:36,amanecer,393,342,,
10-06-2019,23:46:37,amanecer,292,287,,
10-06-2019,23:49:22,universidad,203,199,94.5,7.5
10-06-2019,23:49:23,centro,,,87.8,6.6
10-06-2019,23:49:32,santa rosa,99,81,,
10-06-2019,23:49:34,centro,125,111,,
10-06-2019,23:49:35,centro,60,58,,
10-06-2019,23:49:46,centro,62,57,,
10-06-2019,23:52:48,pueblo nuevo,,,74.5,8.0
10-06-2019,23:52:58,pueblo nuevo,131,119,,
10-06-2019,23:53:10,pueblo nuevo,90,88,,
10-06-2019,23:53:22,santa rosa,,,97.7,5.6
10-06-2019,23:53:34,santa rosa,93,91,,
10-06-2019,23:54:16,pedro valdivia,,,99.9,5.1
10-06-2019,23:54:26,pedro valdivia,210,192,,
10-06-2019,23:54:27,pedro valdivia,140,137,,
10-06-2019,23:54:38,pedro valdivia,159,151,,
10-06-2019,23:56:25,amanecer,,,95.6,5.5
10-06-2019,23:56:36,amanecer,175,162,,
10-06-2019,23:56:37,amanecer,127,124,,
10-06-2019,23:59:23,centro,,,87.5,6.6
10-06-2019,23:59:32,santa rosa,114,82,,
10-06-2019,23:59:34,centro,112,103,,
10-06-2019,23:59:35,centro,55,53,,
10-06-2019,23:59:46,centro,47,46,,
11-06-2019,0:00:19,universidad,183,180,9.440.001,7.6
11-06-2019,0:02:48,pueblo nuevo,,,74.3,8.0
11-06-2019,0:02:58,pueblo nuevo,63,59,,
11-06-2019,0:03:10,pueblo nuevo,49,49,,
11-06-2019,0:03:22,santa rosa,,,97.5,5.5
11-06-2019,0:03:34,santa rosa,93,91,,
11-06-2019,0:04:16,pedro valdivia,,,99.9,5.1
11-06-2019,0:04:26,pedro valdivia,295,262,,
11-06-2019,0:04:27,pedro valdivia,194,190,,
11-06-2019,0:04:38,pedro valdivia,213,201,,
11-06-2019,0:06:24,amanecer,,,95.6,5.6
11-06-2019,0:06:36,amanecer,402,349,,
11-06-2019,0:06:37,amanecer,283,278,,
11-06-2019,0:09:23,centro,,,87.8,6.7
11-06-2019,0:09:32,santa rosa,117,87,,
11-06-2019,0:09:34,centro,99,86,,
11-06-2019,0:09:35,centro,49,47,,
11-06-2019,0:09:46,centro,48,46,,
11-06-2019,0:11:16,universidad,203,199,94.5,7.6
11-06-2019,0:12:48,pueblo nuevo,,,75.1,7.8
11-06-2019,0:12:58,pueblo nuevo,158,136,,
11-06-2019,0:13:10,pueblo nuevo,115,115,,
11-06-2019,0:13:22,santa rosa,,,97.4,5.5
11-06-2019,0:13:34,santa rosa,95,93,,
11-06-2019,0:14:16,pedro valdivia,,,99.9,5.2
11-06-2019,0:14:26,pedro valdivia,328,288,,
11-06-2019,0:14:27,pedro valdivia,237,233,,
11-06-2019,0:14:38,pedro valdivia,244,233,,
11-06-2019,0:16:24,amanecer,,,95.5,5.6
11-06-2019,0:16:36,amanecer,373,325,,
11-06-2019,0:16:37,amanecer,254,250,,
11-06-2019,0:19:23,centro,,,87.2,6.7
11-06-2019,0:19:33,santa rosa,157,118,,
11-06-2019,0:19:34,centro,103,91,,
11-06-2019,0:19:35,centro,50,48,,
11-06-2019,0:19:46,centro,47,45,,
11-06-2019,0:22:12,universidad,160,157,94.5,7.6
11-06-2019,0:22:48,pueblo nuevo,,,75.1,8.0
11-06-2019,0:22:58,pueblo nuevo,258,230,,
11-06-2019,0:23:10,pueblo nuevo,191,191,,
11-06-2019,0:23:22,santa rosa,,,97.5,5.5
11-06-2019,0:23:34,santa rosa,116,113,,
11-06-2019,0:24:16,pedro valdivia,,,99.9,5.1
11-06-2019,0:24:27,pedro valdivia,198,194,,
11-06-2019,0:24:27,pedro valdivia,270,243,,
11-06-2019,0:24:38,pedro valdivia,189,183,,
11-06-2019,0:26:24,amanecer,,,95.1,5.6
11-06-2019,0:26:36,amanecer,347,314,,
11-06-2019,0:26:37,amanecer,240,236,,
11-06-2019,0:29:23,centro,,,87.2,6.6
11-06-2019,0:29:32,santa rosa,139,99,,
11-06-2019,0:29:34,centro,107,94,,
11-06-2019,0:29:35,centro,52,50,,
11-06-2019,0:29:46,centro,47,45,,
11-06-2019,0:32:48,pueblo nuevo,,,75.0,7.9
11-06-2019,0:32:58,pueblo nuevo,133,120,,
11-06-2019,0:33:10,pueblo nuevo,92,92,,
11-06-2019,0:33:22,santa rosa,,,97.6,5.5
11-06-2019,0:33:25,universidad,133,130,9.420.001,7.6
11-06-2019,0:33:34,santa rosa,86,84,,
11-06-2019,0:34:16,pedro valdivia,,,99.9,5.1
11-06-2019,0:34:26,pedro valdivia,253,225,,
11-06-2019,0:34:27,pedro valdivia,182,179,,
11-06-2019,0:34:38,pedro valdivia,187,173,,
11-06-2019,0:36:24,amanecer,,,95.1,5.6
11-06-2019,0:36:36,amanecer,334,297,,
11-06-2019,0:36:37,amanecer,222,218,,
11-06-2019,0:39:23,centro,,,87.5,6.6
11-06-2019,0:39:32,santa rosa,93,63,,
11-06-2019,0:39:34,centro,112,96,,
11-06-2019,0:39:35,centro,56,54,,
11-06-2019,0:39:46,centro,48,48,,
11-06-2019,0:42:48,pueblo nuevo,,,75.1,7.9
11-06-2019,0:42:58,pueblo nuevo,103,91,,
11-06-2019,0:43:10,pueblo nuevo,75,75,,
11-06-2019,0:43:22,santa rosa,,,97.4,5.4
