Fecha,Hora,Sector,Mp10,Mp2_5,Humedad,Temperatura
14-06-2019,5:35:57,amanecer,,,95.4,4.5
14-06-2019,5:36:08,amanecer,108,103,,
14-06-2019,5:36:09,amanecer,79,77,,
14-06-2019,5:37:07,universidad,65,63,97.7,5.8
14-06-2019,5:39:04,santa rosa,114,81,,
14-06-2019,5:39:23,centro,,,99.9,5.8
14-06-2019,5:39:34,centro,35,33,,
14-06-2019,5:39:34,centro,66,56,,
14-06-2019,5:39:45,centro,34,31,,
14-06-2019,5:42:47,pueblo nuevo,,,78.1,5.5
14-06-2019,5:42:59,pueblo nuevo,62,50,,
14-06-2019,5:43:10,pueblo nuevo,54,48,,
14-06-2019,5:43:22,santa rosa,,,99.9,2.6
14-06-2019,5:43:34,santa rosa,62,60,,
14-06-2019,5:44:15,pedro valdivia,,,99.9,3.5
14-06-2019,5:44:27,pedro valdivia,25,24,,
14-06-2019,5:44:27,pedro valdivia,41,35,,
14-06-2019,5:44:38,pedro valdivia,32,28,,
14-06-2019,5:45:57,amanecer,,,95.7,4.6
14-06-2019,5:46:08,amanecer,75,70,,
14-06-2019,5:46:09,amanecer,49,47,,
14-06-2019,5:48:06,universidad,39,37,97.7,5.7
14-06-2019,5:49:04,santa rosa,117,81,,
14-06-2019,5:49:23,centro,,,99.9,5.7
14-06-2019,5:49:34,centro,28,26,,
14-06-2019,5:49:34,centro,50,42,,
14-06-2019,5:49:45,centro,27,23,,
14-06-2019,5:52:47,pueblo nuevo,,,77.5,5.5
14-06-2019,5:52:58,pueblo nuevo,70,56,,
14-06-2019,5:53:10,pueblo nuevo,48,48,,
14-06-2019,5:53:22,santa rosa,,,99.9,2.7
14-06-2019,5:53:34,santa rosa,85,83,,
14-06-2019,5:54:15,pedro valdivia,,,99.9,3.7
14-06-2019,5:54:26,pedro valdivia,68,58,,
14-06-2019,5:54:27,pedro valdivia,37,35,,
14-06-2019,5:54:38,pedro valdivia,46,42,,
14-06-2019,5:55:56,amanecer,,,95.7,4.5
14-06-2019,5:56:08,amanecer,66,63,,
14-06-2019,5:56:09,amanecer,52,50,,
14-06-2019,5:59:04,santa rosa,144,108,,
14-06-2019,5:59:19,universidad,25,24,97.5,5.7
14-06-2019,5:59:23,centro,,,99.9,5.8
14-06-2019,5:59:34,centro,28,26,,
14-06-2019,5:59:34,centro,52,47,,
14-06-2019,5:59:45,centro,25,24,,
14-06-2019,6:02:47,pueblo nuevo,,,77.0,5.5
14-06-2019,6:02:58,pueblo nuevo,66,59,,
14-06-2019,6:03:09,pueblo nuevo,51,51,,
14-06-2019,6:03:22,santa rosa,,,99.9,2.8
14-06-2019,6:03:34,santa rosa,70,68,,
14-06-2019,6:04:15,pedro valdivia,,,99.9,3.7
14-06-2019,6:04:26,pedro valdivia,52,45,,
14-06-2019,6:04:27,pedro valdivia,34,32,,
14-06-2019,6:04:38,pedro valdivia,31,29,,
14-06-2019,6:05:56,amanecer,,,95.6,4.4
14-06-2019,6:06:08,amanecer,84,83,,
14-06-2019,6:06:09,amanecer,62,60,,
14-06-2019,6:09:04,santa rosa,102,76,,
14-06-2019,6:09:23,centro,,,99.9,5.8
14-06-2019,6:09:34,centro,32,30,,
14-06-2019,6:09:34,centro,60,50,,
14-06-2019,6:09:45,centro,29,28,,
14-06-2019,6:10:24,universidad,18,17,97.6,5.6
14-06-2019,6:12:47,pueblo nuevo,,,78.6,5.4
14-06-2019,6:12:58,pueblo nuevo,81,66,,
14-06-2019,6:13:10,pueblo nuevo,49,48,,
14-06-2019,6:13:22,santa rosa,,,99.9,2.8
14-06-2019,6:13:34,santa rosa,71,69,,
14-06-2019,6:14:15,pedro valdivia,,,99.9,3.7
14-06-2019,6:14:26,pedro valdivia,40,37,,
14-06-2019,6:14:27,pedro valdivia,28,26,,
14-06-2019,6:14:38,pedro valdivia,27,24,,
14-06-2019,6:15:56,amanecer,,,95.6,4.3
14-06-2019,6:16:08,amanecer,90,86,,
14-06-2019,6:16:09,amanecer,69,67,,
14-06-2019,6:19:04,santa rosa,121,87,,
14-06-2019,6:19:23,centro,,,99.9,5.7
14-06-2019,6:19:34,centro,28,26,,
14-06-2019,6:19:34,centro,49,44,,
14-06-2019,6:19:45,centro,26,25,,
14-06-2019,6:21:22,universidad,27,25,98.0,5.6
14-06-2019,6:22:47,pueblo nuevo,,,77.1,5.7
14-06-2019,6:22:58,pueblo nuevo,57,50,,
14-06-2019,6:23:10,pueblo nuevo,44,44,,
14-06-2019,6:23:22,santa rosa,,,99.9,2.9
14-06-2019,6:23:34,santa rosa,70,68,,
14-06-2019,6:24:15,pedro valdivia,,,99.9,3.7
14-06-2019,6:24:26,pedro valdivia,40,32,,
14-06-2019,6:24:27,pedro valdivia,27,25,,
14-06-2019,6:24:38,pedro valdivia,26,25,,
14-06-2019,6:25:56,amanecer,,,95.7,4.3
14-06-2019,6:26:08,amanecer,63,60,,
14-06-2019,6:26:09,amanecer,49,47,,
14-06-2019,6:29:04,santa rosa,115,84,,
14-06-2019,6:29:23,centro,,,99.9,5.8
14-06-2019,6:29:34,centro,23,22,,
14-06-2019,6:29:34,centro,40,35,,
14-06-2019,6:29:45,centro,20,20,,
14-06-2019,6:32:22,universidad,27,25,97.1,5.7
14-06-2019,6:32:47,pueblo nuevo,,,77.7,5.5
14-06-2019,6:32:58,pueblo nuevo,55,45,,
14-06-2019,6:33:09,pueblo nuevo,37,37,,
14-06-2019,6:33:22,santa rosa,,,99.9,3.1
14-06-2019,6:33:34,santa rosa,62,60,,
14-06-2019,6:34:15,pedro valdivia,,,99.9,3.5
14-06-2019,6:34:26,pedro valdivia,54,48,,
14-06-2019,6:34:27,pedro valdivia,33,31,,
14-06-2019,6:34:38,pedro valdivia,35,32,,
14-06-2019,6:35:56,amanecer,,,95.8,4.3
14-06-2019,6:36:08,amanecer,53,51,,
14-06-2019,6:36:08,amanecer,78,75,,
14-06-2019,6:39:04,santa rosa,106,78,,
14-06-2019,6:39:23,centro,,,99.9,5.8
14-06-2019,6:39:34,centro,22,21,,
14-06-2019,6:39:34,centro,35,31,,
14-06-2019,6:39:45,centro,18,17,,
14-06-2019,6:42:47,pueblo nuevo,,,77.6,5.6
14-06-2019,6:42:58,pueblo nuevo,85,73,,
14-06-2019,6:43:09,pueblo nuevo,62,62,,
14-06-2019,6:43:20,universidad,24,23,98.4,5.4
14-06-2019,6:43:22,santa rosa,,,99.9,2.8
14-06-2019,6:43:34,santa rosa,61,59,,
14-06-2019,6:44:15,pedro valdivia,,,99.9,3.4
14-06-2019,6:44:26,pedro valdivia,114,99,,
14-06-2019,6:44:27,pedro valdivia,70,68,,
14-06-2019,6:44:38,pedro valdivia,86,74,,
14-06-2019,6:45:56,amanecer,,,95.8,4.3
14-06-2019,6:46:08,amanecer,74,72,,
14-06-2019,6:46:08,amanecer,105,95,,
14-06-2019,6:49:04,santa rosa,156,112,,
14-06-2019,6:49:23,centro,,,99.9,5.7
14-06-2019,6:49:34,centro,21,20,,
14-06-2019,6:49:34,centro,37,32,,
14-06-2019,6:49:45,centro,22,21,,
14-06-2019,6:52:47,pueblo nuevo,,,76.9,5.5
14-06-2019,6:52:58,pueblo nuevo,108,85,,
14-06-2019,6:53:10,pueblo nuevo,75,75,,
14-06-2019,6:53:22,santa rosa,,,99.9,2.7
14-06-2019,6:53:34,santa rosa,153,150,,
14-06-2019,6:54:15,pedro valdivia,,,99.9,3.3
14-06-2019,6:54:18,universidad,47,45,9.870.001,5.4
14-06-2019,6:54:26,pedro valdivia,100,93,,
14-06-2019,6:54:27,pedro valdivia,63,61,,
14-06-2019,6:54:38,pedro valdivia,74,71,,
14-06-2019,6:55:56,amanecer,,,95.8,4.3
14-06-2019,6:56:08,amanecer,75,73,,
14-06-2019,6:56:08,amanecer,109,102,,
14-06-2019,6:59:04,santa rosa,252,175,,
14-06-2019,6:59:23,centro,,,99.9,5.5
14-06-2019,6:59:34,centro,44,42,,
14-06-2019,6:59:34,centro,93,76,,
14-06-2019,6:59:45,centro,45,42,,
14-06-2019,7:02:47,pueblo nuevo,,,77.6,5.4
14-06-2019,7:02:58,pueblo nuevo,55,46,,
14-06-2019,7:03:10,pueblo nuevo,32,32,,
14-06-2019,7:03:22,santa rosa,,,99.9,2.5
14-06-2019,7:03:34,santa rosa,128,125,,
14-06-2019,7:04:15,pedro valdivia,,,99.9,3.0
14-06-2019,7:04:26,pedro valdivia,118,102,,
14-06-2019,7:04:27,pedro valdivia,60,58,,
14-06-2019,7:04:38,pedro valdivia,70,68,,
14-06-2019,7:05:23,universidad,33,31,9.780.001,5.4
14-06-2019,7:05:56,amanecer,,,95.6,4.0
14-06-2019,7:06:08,amanecer,64,62,,
14-06-2019,7:06:08,amanecer,89,85,,
14-06-2019,7:09:04,santa rosa,229,172,,
14-06-2019,7:09:23,centro,,,99.9,5.6
14-06-2019,7:09:34,centro,35,33,,
14-06-2019,7:09:34,centro,63,56,,
14-06-2019,7:09:45,centro,33,32,,
14-06-2019,7:12:47,pueblo nuevo,,,76.4,5.2
14-06-2019,7:12:58,pueblo nuevo,61,55,,
14-06-2019,7:13:10,pueblo nuevo,47,47,,
14-06-2019,7:13:22,santa rosa,,,99.9,2.4
14-06-2019,7:13:34,santa rosa,147,144,,
14-06-2019,7:14:15,pedro valdivia,,,99.9,3.0
14-06-2019,7:14:26,pedro valdivia,136,123,,
14-06-2019,7:14:27,pedro valdivia,83,81,,
14-06-2019,7:14:38,pedro valdivia,97,90,,
14-06-2019,7:15:56,amanecer,,,95.6,3.9
14-06-2019,7:16:08,amanecer,87,85,,
14-06-2019,7:16:08,amanecer,121,114,,
14-06-2019,7:16:23,universidad,27,25,97.6,5.3
14-06-2019,7:19:05,santa rosa,318,216,,
14-06-2019,7:19:23,centro,,,99.9,5.4
14-06-2019,7:19:34,centro,39,37,,
14-06-2019,7:19:35,centro,79,63,,
14-06-2019,7:19:45,centro,37,36,,
14-06-2019,7:22:47,pueblo nuevo,,,76.7,5.1
14-06-2019,7:22:58,pueblo nuevo,69,61,,
14-06-2019,7:23:10,pueblo nuevo,54,54,,
14-06-2019,7:23:22,santa rosa,,,99.9,2.4
14-06-2019,7:23:34,santa rosa,296,291,,
14-06-2019,7:24:15,pedro valdivia,,,99.9,2.9
14-06-2019,7:24:26,pedro valdivia,183,168,,
14-06-2019,7:24:27,pedro valdivia,140,137,,
14-06-2019,7:24:38,pedro valdivia,156,144,,
14-06-2019,7:25:56,amanecer,,,95.8,3.8
14-06-2019,7:26:08,amanecer,142,139,,
14-06-2019,7:26:08,amanecer,214,197,,
14-06-2019,7:27:35,universidad,33,31,9.780.001,5.2
14-06-2019,7:29:04,santa rosa,406,298,,
14-06-2019,7:29:23,centro,,,99.9,5.1
14-06-2019,7:29:34,centro,35,33,,
14-06-2019,7:29:34,centro,63,54,,
14-06-2019,7:29:45,centro,31,30,,
14-06-2019,7:32:47,pueblo nuevo,,,77.4,5.0
14-06-2019,7:32:58,pueblo nuevo,259,223,,
14-06-2019,7:33:10,pueblo nuevo,231,231,,
14-06-2019,7:33:22,santa rosa,,,99.9,2.2
14-06-2019,7:33:34,santa rosa,195,191,,
14-06-2019,7:34:15,pedro valdivia,,,99.9,2.8
14-06-2019,7:34:26,pedro valdivia,174,152,,
14-06-2019,7:34:27,pedro valdivia,119,116,,
14-06-2019,7:34:38,pedro valdivia,131,121,,
14-06-2019,7:35:56,amanecer,,,95.8,3.7
14-06-2019,7:36:07,amanecer,361,302,,
14-06-2019,7:36:08,amanecer,250,246,,
14-06-2019,7:38:29,universidad,67,65,97.3,5.1
14-06-2019,7:39:03,santa rosa,337,247,,
14-06-2019,7:39:23,centro,,,99.9,5.2
14-06-2019,7:39:34,centro,31,29,,
14-06-2019,7:39:34,centro,56,50,,
14-06-2019,7:39:45,centro,29,28,,
14-06-2019,7:42:47,pueblo nuevo,,,77.3,5.0
14-06-2019,7:42:58,pueblo nuevo,450,352,,
14-06-2019,7:43:09,pueblo nuevo,368,358,,
14-06-2019,7:43:22,santa rosa,,,99.9,2.4
14-06-2019,7:43:34,santa rosa,215,211,,
14-06-2019,7:44:15,pedro valdivia,,,99.9,2.7
14-06-2019,7:44:26,pedro valdivia,202,177,,
14-06-2019,7:44:27,pedro valdivia,135,132,,
14-06-2019,7:44:38,pedro valdivia,135,126,,
14-06-2019,7:45:56,amanecer,,,95.8,3.6
14-06-2019,7:46:08,amanecer,278,273,,
14-06-2019,7:46:08,amanecer,391,345,,
14-06-2019,7:49:03,santa rosa,411,285,,
14-06-2019,7:49:23,centro,,,99.9,5.4
14-06-2019,7:49:29,universidad,110,107,97.3,5.2
14-06-2019,7:49:34,centro,36,34,,
14-06-2019,7:49:34,centro,72,63,,
14-06-2019,7:49:45,centro,35,35,,
14-06-2019,7:52:47,pueblo nuevo,,,77.2,5.1
14-06-2019,7:52:58,pueblo nuevo,372,315,,
14-06-2019,7:53:09,pueblo nuevo,307,296,,
14-06-2019,7:53:22,santa rosa,,,99.9,2.3
14-06-2019,7:53:34,santa rosa,251,247,,
14-06-2019,7:54:15,pedro valdivia,,,99.9,2.8
14-06-2019,7:54:26,pedro valdivia,219,198,,
14-06-2019,7:54:27,pedro valdivia,143,140,,
14-06-2019,7:54:38,pedro valdivia,176,164,,
14-06-2019,7:55:56,amanecer,,,95.8,3.6
14-06-2019,7:56:07,amanecer,403,361,,
14-06-2019,7:56:08,amanecer,295,290,,
14-06-2019,7:59:03,santa rosa,411,282,,
14-06-2019,7:59:23,centro,,,99.9,5.3
14-06-2019,7:59:34,centro,39,37,,
14-06-2019,7:59:34,centro,83,73,,
14-06-2019,7:59:45,centro,38,37,,
14-06-2019,8:00:26,universidad,191,188,97.5,5.1
14-06-2019,8:02:47,pueblo nuevo,,,77.4,5.1
14-06-2019,8:02:58,pueblo nuevo,313,265,,
14-06-2019,8:03:09,pueblo nuevo,259,259,,
14-06-2019,8:03:22,santa rosa,,,99.9,2.3
14-06-2019,8:03:34,santa rosa,257,253,,
14-06-2019,8:04:15,pedro valdivia,,,99.9,3.0
14-06-2019,8:04:26,pedro valdivia,228,199,,
14-06-2019,8:04:27,pedro valdivia,145,142,,
14-06-2019,8:04:38,pedro valdivia,171,162,,
14-06-2019,8:05:56,amanecer,,,95.9,3.7
14-06-2019,8:06:07,amanecer,526,439,,
14-06-2019,8:06:08,amanecer,375,369,,
14-06-2019,8:09:03,santa rosa,493,333,,
14-06-2019,8:09:23,centro,,,99.9,5.2
14-06-2019,8:09:34,centro,42,40,,
14-06-2019,8:09:34,centro,80,76,,
14-06-2019,8:09:45,centro,40,37,,
14-06-2019,8:11:26,universidad,196,192,97.7,5.2
14-06-2019,8:12:47,pueblo nuevo,,,77.1,5.2
14-06-2019,8:12:58,pueblo nuevo,270,219,,
14-06-2019,8:13:10,pueblo nuevo,235,232,,
14-06-2019,8:13:22,santa rosa,,,99.9,2.4
14-06-2019,8:13:34,santa rosa,292,287,,
14-06-2019,8:14:15,pedro valdivia,,,99.9,2.9
14-06-2019,8:14:26,pedro valdivia,147,132,,
14-06-2019,8:14:27,pedro valdivia,96,94,,
14-06-2019,8:14:38,pedro valdivia,112,108,,
14-06-2019,8:15:56,amanecer,,,95.9,3.7
14-06-2019,8:16:07,amanecer,452,420,,
14-06-2019,8:16:08,amanecer,337,332,,
14-06-2019,8:19:03,santa rosa,541,364,,
14-06-2019,8:19:23,centro,,,99.9,5.3
14-06-2019,8:19:34,centro,48,46,,
14-06-2019,8:19:34,centro,98,84,,
14-06-2019,8:19:45,centro,45,44,,
14-06-2019,8:22:26,universidad,134,131,97.7,5.1
14-06-2019,8:22:47,pueblo nuevo,,,76.1,5.1
14-06-2019,8:22:58,pueblo nuevo,301,256,,
14-06-2019,8:23:10,pueblo nuevo,255,255,,
14-06-2019,8:23:22,santa rosa,,,99.9,2.5
14-06-2019,8:23:34,santa rosa,514,507,,
14-06-2019,8:24:15,pedro valdivia,,,99.9,2.9
14-06-2019,8:24:26,pedro valdivia,231,190,,
14-06-2019,8:24:27,pedro valdivia,153,150,,
14-06-2019,8:24:38,pedro valdivia,192,178,,
14-06-2019,8:25:56,amanecer,,,96.2,3.8
14-06-2019,8:26:07,amanecer,290,261,,
14-06-2019,8:26:08,amanecer,208,204,,
14-06-2019,8:29:03,santa rosa,903,580,,
14-06-2019,8:29:23,centro,,,99.5,4.9
14-06-2019,8:29:34,centro,54,52,,
14-06-2019,8:29:34,centro,117,105,,
14-06-2019,8:29:45,centro,56,54,,
14-06-2019,8:32:47,pueblo nuevo,,,77.4,4.9
14-06-2019,8:32:58,pueblo nuevo,525,415,,
14-06-2019,8:33:09,pueblo nuevo,485,485,,
14-06-2019,8:33:22,santa rosa,,,99.9,2.5
14-06-2019,8:33:25,universidad,112,109,9.780.001,5.3
14-06-2019,8:33:34,santa rosa,483,476,,
14-06-2019,8:34:15,pedro valdivia,,,99.9,2.8
14-06-2019,8:34:26,pedro valdivia,194,175,,
14-06-2019,8:34:27,pedro valdivia,139,136,,
14-06-2019,8:34:38,pedro valdivia,144,136,,
14-06-2019,8:35:55,amanecer,,,96.2,3.8
14-06-2019,8:36:07,amanecer,327,294,,
14-06-2019,8:36:08,amanecer,230,226,,
14-06-2019,8:39:03,santa rosa,898,580,,
14-06-2019,8:39:23,centro,,,99.3,4.8
14-06-2019,8:39:34,centro,58,56,,
14-06-2019,8:39:34,centro,115,101,,
14-06-2019,8:39:45,centro,56,54,,
14-06-2019,8:42:47,pueblo nuevo,,,77.5,5.0
14-06-2019,8:42:58,pueblo nuevo,577,472,,
14-06-2019,8:43:10,pueblo nuevo,568,547,,
14-06-2019,8:43:22,santa rosa,,,99.9,2.6
14-06-2019,8:43:34,santa rosa,541,533,,
14-06-2019,8:44:15,pedro valdivia,,,99.9,3.0
14-06-2019,8:44:24,universidad,127,124,9.780.001,5.4
14-06-2019,8:44:26,pedro valdivia,264,222,,
14-06-2019,8:44:27,pedro valdivia,197,193,,
14-06-2019,8:44:38,pedro valdivia,260,232,,
14-06-2019,8:45:55,amanecer,,,95.9,3.7
14-06-2019,8:46:07,amanecer,928,723,,
14-06-2019,8:46:08,amanecer,705,695,,
14-06-2019,8:49:03,santa rosa,960,610,,
14-06-2019,8:49:23,centro,,,99.4,4.8
14-06-2019,8:49:34,centro,41,39,,
14-06-2019,8:49:34,centro,99,89,,
14-06-2019,8:49:45,centro,44,44,,
14-06-2019,8:52:47,pueblo nuevo,,,78.4,5.2
14-06-2019,8:52:58,pueblo nuevo,556,463,,
14-06-2019,8:53:09,pueblo nuevo,523,523,,
14-06-2019,8:53:22,santa rosa,,,99.9,2.7
14-06-2019,8:53:34,santa rosa,525,518,,
14-06-2019,8:54:15,pedro valdivia,,,99.9,3.2
14-06-2019,8:54:26,pedro valdivia,349,308,,
14-06-2019,8:54:27,pedro valdivia,249,245,,
14-06-2019,8:54:38,pedro valdivia,317,294,,
14-06-2019,8:55:37,universidad,201,197,97.9,5.6
14-06-2019,8:55:55,amanecer,,,96.1,3.8
14-06-2019,8:56:07,amanecer,970,782,,
14-06-2019,8:56:08,amanecer,705,695,,
14-06-2019,8:59:03,santa rosa,958,645,,
14-06-2019,8:59:23,centro,,,99.5,5.0
14-06-2019,8:59:34,centro,48,46,,
14-06-2019,8:59:34,centro,101,89,,
14-06-2019,8:59:45,centro,51,50,,
14-06-2019,9:02:47,pueblo nuevo,,,77.9,5.4
14-06-2019,9:02:58,pueblo nuevo,517,442,,
14-06-2019,9:03:09,pueblo nuevo,486,486,,
14-06-2019,9:03:22,santa rosa,,,99.9,3.0
14-06-2019,9:03:34,santa rosa,544,536,,
14-06-2019,9:04:15,pedro valdivia,,,99.9,3.6
14-06-2019,9:04:26,pedro valdivia,319,275,,
14-06-2019,9:04:27,pedro valdivia,215,211,,
14-06-2019,9:04:38,pedro valdivia,237,221,,
14-06-2019,9:05:55,amanecer,,,96.0,3.8
14-06-2019,9:06:07,amanecer,863,734,,
14-06-2019,9:06:08,amanecer,631,622,,
14-06-2019,9:06:33,universidad,263,259,9.780.001,5.7
14-06-2019,9:09:03,santa rosa,1000,697,,
14-06-2019,9:09:23,centro,,,99.7,5.3
14-06-2019,9:09:34,centro,54,52,,
14-06-2019,9:09:34,centro,119,112,,
14-06-2019,9:09:45,centro,59,59,,
14-06-2019,9:12:47,pueblo nuevo,,,78.4,5.6
14-06-2019,9:12:59,pueblo nuevo,478,396,,
14-06-2019,9:13:09,pueblo nuevo,421,417,,
14-06-2019,9:13:22,santa rosa,,,99.9,3.6
14-06-2019,9:13:34,santa rosa,181,178,,
14-06-2019,9:14:15,pedro valdivia,,,99.9,4.1
14-06-2019,9:14:27,pedro valdivia,279,274,,
14-06-2019,9:14:27,pedro valdivia,448,390,,
14-06-2019,9:14:38,pedro valdivia,352,349,,
14-06-2019,9:15:55,amanecer,,,96.2,3.9
14-06-2019,9:16:07,amanecer,763,646,,
14-06-2019,9:16:08,amanecer,568,560,,
14-06-2019,9:17:31,universidad,296,291,9.830.001,6.7
14-06-2019,9:19:03,santa rosa,163,127,,
14-06-2019,9:19:23,centro,,,99.4,5.4
14-06-2019,9:19:34,centro,87,85,,
14-06-2019,9:19:34,centro,170,150,,
14-06-2019,9:19:45,centro,86,85,,
14-06-2019,9:22:47,pueblo nuevo,,,78.7,6.2
14-06-2019,9:22:58,pueblo nuevo,109,101,,
14-06-2019,9:23:09,pueblo nuevo,61,61,,
14-06-2019,9:23:22,santa rosa,,,99.9,4.5
14-06-2019,9:23:34,santa rosa,73,71,,
14-06-2019,9:24:15,pedro valdivia,,,99.9,4.5
14-06-2019,9:24:26,pedro valdivia,354,321,,
14-06-2019,9:24:27,pedro valdivia,232,228,,
14-06-2019,9:24:38,pedro valdivia,270,255,,
14-06-2019,9:25:55,amanecer,,,96.5,4.4
14-06-2019,9:26:07,amanecer,512,505,,
14-06-2019,9:26:07,amanecer,710,611,,
14-06-2019,9:28:31,universidad,190,187,94.6,8.7
14-06-2019,9:29:03,santa rosa,160,114,,
14-06-2019,9:29:23,centro,,,98.8,5.3
14-06-2019,9:29:34,centro,77,75,,
14-06-2019,9:29:34,centro,169,147,,
14-06-2019,9:29:45,centro,82,79,,
14-06-2019,9:32:47,pueblo nuevo,,,76.7,6.8
14-06-2019,9:32:58,pueblo nuevo,57,54,,
14-06-2019,9:33:09,pueblo nuevo,49,49,,
14-06-2019,9:33:22,santa rosa,,,99.9,5.1
14-06-2019,9:33:34,santa rosa,100,98,,
14-06-2019,9:34:15,pedro valdivia,,,99.9,5.1
14-06-2019,9:34:26,pedro valdivia,282,255,,
14-06-2019,9:34:27,pedro valdivia,198,194,,
14-06-2019,9:34:38,pedro valdivia,208,202,,
14-06-2019,9:35:55,amanecer,,,96.4,4.8
14-06-2019,9:36:07,amanecer,329,324,,
14-06-2019,9:36:07,amanecer,493,441,,
14-06-2019,9:39:03,santa rosa,172,124,,
14-06-2019,9:39:23,centro,,,98.8,5.5
14-06-2019,9:39:32,universidad,247,243,92.2,9.7
14-06-2019,9:39:34,centro,98,96,,
14-06-2019,9:39:34,centro,203,182,,
14-06-2019,9:39:45,centro,112,112,,
14-06-2019,9:42:47,pueblo nuevo,,,77.2,6.9
14-06-2019,9:42:58,pueblo nuevo,72,63,,
14-06-2019,9:43:09,pueblo nuevo,61,61,,
14-06-2019,9:43:22,santa rosa,,,99.9,5.5
14-06-2019,9:43:34,santa rosa,111,108,,
14-06-2019,9:44:15,pedro valdivia,,,99.9,5.3
14-06-2019,9:44:26,pedro valdivia,342,312,,
14-06-2019,9:44:27,pedro valdivia,243,239,,
14-06-2019,9:44:38,pedro valdivia,264,237,,
14-06-2019,9:45:55,amanecer,,,96.0,5.2
14-06-2019,9:46:07,amanecer,146,143,,
14-06-2019,9:46:07,amanecer,252,233,,
14-06-2019,9:49:03,santa rosa,204,166,,
14-06-2019,9:49:23,centro,,,98.9,5.9
14-06-2019,9:49:34,centro,97,95,,
14-06-2019,9:49:34,centro,218,195,,
14-06-2019,9:49:45,centro,111,109,,
14-06-2019,9:50:32,universidad,97,95,8.400.001,11.4
14-06-2019,9:52:47,pueblo nuevo,,,76.6,7.1
14-06-2019,9:52:58,pueblo nuevo,63,54,,
14-06-2019,9:53:09,pueblo nuevo,45,45,,
14-06-2019,9:53:22,santa rosa,,,99.5,6.0
14-06-2019,9:53:34,santa rosa,115,112,,
14-06-2019,9:54:15,pedro valdivia,,,99.9,5.9
14-06-2019,9:54:26,pedro valdivia,246,216,,
14-06-2019,9:54:27,pedro valdivia,168,165,,
14-06-2019,9:54:38,pedro valdivia,170,156,,
14-06-2019,9:55:55,amanecer,,,95.0,5.7
14-06-2019,9:56:07,amanecer,79,77,,
14-06-2019,9:56:07,amanecer,133,125,,
14-06-2019,9:59:03,santa rosa,214,169,,
14-06-2019,9:59:23,centro,,,98.6,6.3
14-06-2019,9:59:34,centro,100,98,,
14-06-2019,9:59:34,centro,195,171,,
14-06-2019,9:59:45,centro,104,104,,
14-06-2019,10:01:32,universidad,51,49,72.3,12.8
14-06-2019,10:02:47,pueblo nuevo,,,75.4,7.2
14-06-2019,10:02:58,pueblo nuevo,82,74,,
14-06-2019,10:03:09,pueblo nuevo,58,58,,
14-06-2019,10:03:22,santa rosa,,,98.5,6.4
14-06-2019,10:03:34,santa rosa,107,105,,
14-06-2019,10:04:15,pedro valdivia,,,99.9,6.4
14-06-2019,10:04:26,pedro valdivia,270,239,,
14-06-2019,10:04:27,pedro valdivia,169,166,,
14-06-2019,10:04:38,pedro valdivia,166,162,,
14-06-2019,10:05:55,amanecer,,,93.6,6.3
14-06-2019,10:06:07,amanecer,40,38,,
14-06-2019,10:06:08,amanecer,62,57,,
14-06-2019,10:09:03,santa rosa,184,147,,
14-06-2019,10:09:23,centro,,,98.5,6.5
14-06-2019,10:09:34,centro,95,93,,
14-06-2019,10:09:34,centro,191,173,,
14-06-2019,10:09:45,centro,104,103,,
14-06-2019,10:12:31,universidad,54,52,63.1,16.0
14-06-2019,10:12:47,pueblo nuevo,,,74.1,7.6
14-06-2019,10:12:58,pueblo nuevo,69,63,,
14-06-2019,10:13:09,pueblo nuevo,57,57,,
14-06-2019,10:13:22,santa rosa,,,96.9,6.5
14-06-2019,10:13:34,santa rosa,106,104,,
14-06-2019,10:14:15,pedro valdivia,,,99.9,6.8
14-06-2019,10:14:26,pedro valdivia,296,254,,
14-06-2019,10:14:27,pedro valdivia,192,189,,
14-06-2019,10:14:38,pedro valdivia,224,207,,
14-06-2019,10:15:55,amanecer,,,91.5,6.8
14-06-2019,10:16:06,amanecer,46,45,,
14-06-2019,10:16:07,amanecer,32,30,,
14-06-2019,10:19:03,santa rosa,237,166,,
14-06-2019,10:19:23,centro,,,98.4,6.7
14-06-2019,10:19:34,centro,89,87,,
14-06-2019,10:19:34,centro,184,161,,
14-06-2019,10:19:45,centro,98,95,,
14-06-2019,10:22:47,pueblo nuevo,,,72.5,7.8
14-06-2019,10:22:58,pueblo nuevo,70,63,,
14-06-2019,10:23:10,pueblo nuevo,53,53,,
14-06-2019,10:23:22,santa rosa,,,95.8,7.0
14-06-2019,10:23:30,universidad,23,22,57.3,16.6
14-06-2019,10:23:34,santa rosa,117,114,,
14-06-2019,10:24:15,pedro valdivia,,,99.9,6.9
14-06-2019,10:24:26,pedro valdivia,224,196,,
14-06-2019,10:24:27,pedro valdivia,152,149,,
14-06-2019,10:24:38,pedro valdivia,155,145,,
14-06-2019,10:25:55,amanecer,,,89.6,7.3
14-06-2019,10:26:06,amanecer,40,40,,
14-06-2019,10:26:07,amanecer,33,31,,
14-06-2019,10:29:02,santa rosa,106,84,,
14-06-2019,10:29:23,centro,,,98.4,7.0
14-06-2019,10:29:34,centro,85,83,,
14-06-2019,10:29:34,centro,176,155,,
14-06-2019,10:29:45,centro,96,94,,
