fecha     ,hora,code          ,pop               ,a                 ,b                ,c
13-06-2019,19  ,centro        ,157.72222222222223,147.16666666666666,99.89999999999999,8.299999999999999
13-06-2019,19  ,amanecer      ,240.33333333333334,229.75            ,94.36666666666666,7.916666666666667
13-06-2019,19  ,santa rosa    ,291.4166666666667 ,249.83333333333334,99.89999999999999,6.833333333333335
13-06-2019,19  ,pueblo nuevo  ,346.75            ,315.25            ,78.96666666666667,9.016666666666667
13-06-2019,19  ,pedro valdivia,206.83333333333334,195.72222222222223,99.89999999999999,6.75
13-06-2019,19  ,universidad   ,152.6             ,149.4             ,97.16000799999999,8.8000002
